id,prediction
23974,0.0
11297,1.0
285106,1.0
87342,1.0
56393,0.0
80011,0.0
6378,1.0
67134,1.0
146936,1.0
230218,0.0
286918,0.0
209860,1.0
245415,0.0
132766,1.0
284712,0.0
248892,0.0
193810,1.0
15580,0.0
290396,0.0
186038,1.0
252403,1.0
2388,0.0
186073,1.0
226722,1.0
87502,0.0
164149,1.0
201527,0.0
183576,0.0
96957,1.0
254069,0.0
144931,1.0
221471,0.0
125356,0.0
301368,0.0
298433,1.0
271427,1.0
185024,1.0
263549,1.0
134350,1.0
256975,0.0
58496,1.0
161394,1.0
138178,0.0
40785,0.0
191871,0.0
47089,1.0
113320,0.0
266326,0.0
108730,1.0
60963,0.0
233370,1.0
287031,0.0
290636,0.0
291867,1.0
290137,0.0
5969,1.0
112255,0.0
248521,1.0
167440,0.0
231556,0.0
131927,0.0
65634,0.0
295678,0.0
205969,0.0
281269,1.0
76589,1.0
35587,1.0
77753,1.0
159697,1.0
182786,0.0
136254,0.0
174191,1.0
180990,1.0
106999,0.0
124459,1.0
194798,0.0
82583,1.0
178483,1.0
291718,0.0
138659,1.0
25188,1.0
258114,0.0
167525,0.0
126507,1.0
93305,1.0
238437,0.0
78065,1.0
163045,1.0
229652,1.0
306408,1.0
278106,0.0
34301,0.0
144856,1.0
6541,1.0
258995,1.0
221221,1.0
250759,1.0
228203,1.0
161544,0.0
79383,1.0
304884,0.0
138934,1.0
214552,1.0
61162,0.0
275310,0.0
265679,1.0
300274,1.0
198840,1.0
222002,1.0
3748,1.0
230129,1.0
21802,1.0
286221,0.0
264770,0.0
241980,0.0
237405,1.0
210464,1.0
216684,1.0
90211,0.0
296851,0.0
294207,1.0
263654,1.0
212912,1.0
104779,0.0
69726,1.0
84942,1.0
89911,0.0
157103,1.0
243785,1.0
105755,0.0
203018,0.0
30641,1.0
36161,1.0
71809,0.0
193565,0.0
104870,0.0
152639,1.0
46832,1.0
181458,0.0
122829,1.0
173090,0.0
116176,0.0
242446,1.0
248409,0.0
215997,0.0
274665,0.0
156865,1.0
138433,1.0
57368,1.0
130822,1.0
198270,1.0
194378,0.0
253047,1.0
232678,0.0
221204,0.0
109584,1.0
97357,1.0
165362,0.0
287823,0.0
173603,1.0
1204,1.0
147235,1.0
145836,1.0
219454,0.0
105133,0.0
285697,1.0
40458,0.0
205224,1.0
241229,1.0
28818,1.0
240225,1.0
94317,1.0
134308,0.0
51952,1.0
120687,1.0
139941,1.0
56997,0.0
194552,1.0
28499,1.0
161356,1.0
123744,0.0
146923,1.0
31132,1.0
278596,0.0
142962,0.0
269181,1.0
49608,0.0
138163,1.0
69775,1.0
70074,1.0
229781,1.0
249573,1.0
243622,0.0
296247,0.0
210604,0.0
219089,1.0
293450,0.0
200501,1.0
59571,1.0
60358,1.0
74943,1.0
230194,0.0
84754,1.0
282173,1.0
230371,0.0
207029,1.0
149364,0.0
143253,1.0
227905,1.0
229018,1.0
256311,0.0
104362,1.0
100581,0.0
148107,1.0
292349,1.0
237221,1.0
296565,0.0
259411,0.0
75483,0.0
179113,0.0
304560,1.0
140581,0.0
61518,0.0
200612,1.0
291310,1.0
58209,1.0
261781,0.0
81801,1.0
45324,1.0
143569,1.0
257578,1.0
52138,1.0
184772,0.0
71861,1.0
260145,0.0
15633,1.0
228769,1.0
95678,1.0
40132,0.0
122489,0.0
277559,1.0
143683,1.0
112793,0.0
30127,0.0
261957,1.0
310298,0.0
44170,1.0
117140,1.0
268854,1.0
194508,0.0
138051,0.0
284104,0.0
206425,0.0
49010,1.0
79693,1.0
72593,1.0
35197,1.0
246541,0.0
276368,0.0
60667,0.0
103792,0.0
210613,0.0
306462,1.0
130091,0.0
14110,0.0
147413,1.0
175548,0.0
251581,0.0
120067,1.0
106345,1.0
305390,1.0
168385,1.0
280561,1.0
125627,1.0
200855,0.0
257837,1.0
206187,1.0
271438,1.0
264269,0.0
299494,1.0
150101,1.0
5733,1.0
86666,1.0
3789,1.0
193369,0.0
296794,1.0
248993,1.0
269210,0.0
6038,0.0
29712,1.0
11015,0.0
103613,1.0
29101,1.0
306649,0.0
272595,0.0
199185,0.0
267925,1.0
190089,1.0
261451,1.0
266963,0.0
270677,1.0
258253,1.0
97485,1.0
171775,1.0
114556,0.0
209516,0.0
69920,0.0
18119,1.0
301226,1.0
106946,0.0
185214,0.0
282693,1.0
121180,1.0
88208,0.0
295336,1.0
74488,0.0
297860,1.0
51792,1.0
9702,0.0
140257,1.0
81864,0.0
164928,1.0
292791,1.0
187643,0.0
193070,1.0
5090,1.0
71086,1.0
251818,1.0
133470,1.0
24448,1.0
236029,0.0
136530,1.0
216386,0.0
301530,0.0
203071,0.0
230337,1.0
99957,1.0
204905,1.0
105852,0.0
24963,0.0
188932,0.0
2828,0.0
55375,1.0
246502,1.0
257864,1.0
86383,1.0
239951,1.0
30253,1.0
105368,1.0
235350,0.0
264518,1.0
22553,0.0
217668,0.0
146190,1.0
256991,1.0
239778,1.0
144777,0.0
94224,0.0
74798,1.0
70744,1.0
242518,1.0
207601,0.0
256486,1.0
172222,1.0
59518,1.0
87843,1.0
241536,0.0
231757,0.0
53257,1.0
198872,1.0
89822,1.0
181098,0.0
88060,1.0
12545,1.0
198771,0.0
74739,0.0
306126,1.0
1607,1.0
133605,0.0
243099,1.0
306367,1.0
260811,1.0
60083,1.0
283221,0.0
182409,1.0
115164,1.0
233234,0.0
1782,1.0
208391,0.0
176673,0.0
117493,1.0
164792,1.0
109975,1.0
100819,0.0
174030,1.0
293890,0.0
165811,1.0
38698,1.0
88863,1.0
189054,0.0
211262,0.0
99011,1.0
86439,0.0
117123,1.0
12411,0.0
242511,1.0
18733,1.0
254419,1.0
246668,1.0
301697,1.0
119413,0.0
170128,1.0
159895,0.0
162331,1.0
135271,1.0
277968,0.0
202469,0.0
97867,1.0
179518,1.0
43208,1.0
113936,1.0
301100,1.0
78947,1.0
276693,0.0
111546,1.0
175820,0.0
17268,1.0
137938,0.0
206773,0.0
62578,0.0
274810,1.0
34281,0.0
177858,1.0
64502,1.0
255175,1.0
239699,1.0
239043,0.0
125411,0.0
70854,0.0
128621,0.0
297058,1.0
251395,1.0
273832,0.0
38700,1.0
595,0.0
236711,1.0
70096,0.0
79026,1.0
210518,1.0
249279,1.0
47183,1.0
65293,1.0
240475,0.0
279396,1.0
189067,1.0
117386,0.0
256093,1.0
295797,1.0
86482,1.0
167468,1.0
96366,1.0
72310,0.0
75299,0.0
159633,0.0
157446,1.0
224925,1.0
140960,1.0
226079,0.0
297726,1.0
6405,1.0
182272,0.0
12181,1.0
281983,0.0
77883,0.0
200485,0.0
297265,1.0
260184,1.0
42854,1.0
6747,0.0
116041,1.0
51678,1.0
300113,1.0
139570,1.0
131653,1.0
246188,0.0
27327,1.0
43948,1.0
277535,0.0
2936,1.0
248739,1.0
239561,0.0
188423,1.0
27446,1.0
85495,0.0
160883,1.0
193985,1.0
237517,1.0
18986,1.0
170355,0.0
185034,0.0
140667,1.0
220920,0.0
124845,1.0
293883,0.0
230627,1.0
161099,0.0
56503,0.0
263556,1.0
266592,1.0
63996,1.0
118921,0.0
88765,0.0
189203,0.0
129863,0.0
238682,1.0
177504,1.0
87464,1.0
34115,0.0
74119,1.0
73971,0.0
15002,1.0
83760,0.0
210208,1.0
162835,0.0
163173,1.0
158420,0.0
296086,1.0
266839,0.0
260797,1.0
291962,1.0
238411,1.0
239494,0.0
12866,1.0
111023,1.0
139770,0.0
167613,0.0
121032,1.0
140528,1.0
102924,0.0
59826,0.0
228307,1.0
265691,0.0
119290,1.0
49692,1.0
177771,0.0
297356,1.0
54164,0.0
26951,1.0
20285,0.0
128371,1.0
256593,1.0
47078,0.0
127354,1.0
155064,0.0
214004,1.0
209442,0.0
2520,0.0
168378,1.0
99868,0.0
2561,1.0
238005,1.0
20357,0.0
108770,1.0
279167,1.0
90635,1.0
258031,0.0
37636,1.0
34624,1.0
303026,0.0
19831,1.0
130020,1.0
149303,1.0
182574,0.0
247097,1.0
171539,0.0
27464,0.0
264911,1.0
153054,1.0
171277,0.0
98878,1.0
272092,1.0
130473,1.0
286358,1.0
103212,1.0
163064,1.0
149040,0.0
228792,0.0
160017,0.0
169451,1.0
278148,0.0
152068,1.0
198994,1.0
164478,1.0
28052,0.0
290496,0.0
290538,1.0
279342,1.0
265054,1.0
57209,0.0
41236,1.0
165387,0.0
36079,1.0
109410,1.0
987,1.0
140037,1.0
1814,1.0
9792,1.0
49952,0.0
143195,0.0
118404,1.0
37815,1.0
185191,1.0
25688,1.0
166158,0.0
96973,1.0
82278,0.0
206199,1.0
99578,1.0
183747,0.0
22122,0.0
243821,1.0
116066,0.0
103383,1.0
70683,0.0
134246,1.0
234608,1.0
218628,1.0
272358,1.0
231131,1.0
225443,1.0
169862,0.0
261313,1.0
85726,0.0
152670,1.0
56437,1.0
740,1.0
111622,1.0
307531,0.0
261446,0.0
10965,1.0
271073,0.0
243471,0.0
145843,1.0
241377,1.0
225053,1.0
57940,1.0
297198,1.0
271499,1.0
234932,0.0
4509,1.0
176814,1.0
76526,0.0
288136,0.0
199518,1.0
65275,0.0
237059,1.0
171475,1.0
230133,0.0
233899,0.0
188305,1.0
163365,0.0
178967,0.0
126088,1.0
137650,1.0
114804,1.0
63326,1.0
142168,0.0
29432,1.0
176735,1.0
72223,0.0
137530,0.0
214945,1.0
93057,0.0
172882,1.0
299289,1.0
